1000	6.2041930505e-05
2000	1.4064845527e-04
3000	2.4154189305e-04
4000	3.4574824531e-04
5000	3.7556451207e-04
6000	4.6290509999e-04
7000	5.5054685799e-04
8000	6.3487569787e-04
9000	7.4540671267e-04
10000	8.8274225345e-04
11000	9.0653503139e-04
12000	1.0059225970e-03
13000	1.1044066341e-03
14000	1.2354175124e-03
15000	1.3998587492e-03
16000	1.4576842368e-03
17000	1.6835650640e-03
18000	7.0375428986e-03
19000	2.1290020450e-03
20000	2.1503854259e-03
21000	2.1443619371e-03
22000	2.1100280537e-03
23000	2.1290020450e-03
24000	2.1898392770e-03
25000	2.5614885235e-03
26000	2.4413199280e-03
27000	2.5413098374e-03
28000	2.6702124960e-03
29000	2.7211109700e-03
30000	2.8289314214e-03
31000	3.1186612177e-03
32000	3.1033013220e-03
33000	3.5472324344e-03
34000	3.2219640489e-03
35000	3.3710453936e-03
36000	3.5963238661e-03
37000	3.5755428289e-03
38000	3.6743280434e-03
39000	3.7586568833e-03
40000	4.2287901670e-03
41000	4.7956004455e-03
42000	4.0727818123e-03
43000	4.6191122274e-03
44000	4.3224554138e-03
45000	4.5230375872e-03
46000	5.9554231739e-03
47000	5.5030591793e-03
48000	5.0458763944e-03
49000	5.0901490395e-03
50000	5.4608947576e-03
51000	5.1582144588e-03
52000	5.8638661467e-03
53000	5.3889140690e-03
54000	5.7223141666e-03
55000	5.6768368268e-03
56000	5.6042537872e-03
57000	6.4363987367e-03
58000	6.0403543612e-03
59000	6.2870162183e-03
60000	6.2764751128e-03
61000	6.2090120409e-03
62000	6.4285682020e-03
63000	6.9779103615e-03
64000	7.7651803222e-03
65000	7.0423616889e-03
66000	7.1465680412e-03
67000	7.0456746071e-03
68000	7.1182576430e-03
69000	7.2354145013e-03
70000	7.8413774499e-03
71000	7.7955989364e-03
72000	9.1743754783e-03
73000	1.0511589946e-02
74000	9.1837118853e-03
75000	8.4578815113e-03
76000	8.3744561925e-03
77000	8.8204955209e-03
78000	8.3804796814e-03
79000	8.4458345336e-03
80000	9.1183570330e-03
81000	8.8674787330e-03
82000	9.6737226813e-03
83000	1.0258001075e-02
84000	1.0032120255e-02
85000	1.0434790463e-02
86000	1.1079303746e-02
87000	1.0379374373e-02
88000	1.1482275131e-02
89000	1.0182105118e-02
90000	1.1855129076e-02
91000	1.1110324711e-02
92000	1.7902109277e-02
93000	1.2361403293e-02
94000	1.1675327944e-02
95000	1.0901008482e-02
96000	1.1192545331e-02
97000	1.0762167072e-02
98000	1.0805235015e-02
99000	1.1385598140e-02
100000	1.2134618944e-02
101000	1.2323455314e-02
102000	1.3887152953e-02
103000	1.1570820414e-02
104000	1.2084322814e-02
105000	1.2677636445e-02
106000	1.2102694454e-02
107000	1.2276170928e-02
108000	1.2339417557e-02
109000	1.2226778323e-02
110000	1.2442419211e-02
111000	1.2785155715e-02
112000	1.3760659691e-02
113000	1.3414610272e-02
114000	1.3790174784e-02
115000	1.6352566836e-02
116000	1.6011938555e-02
117000	1.4544616733e-02
118000	1.6054705324e-02
119000	1.4503958184e-02
120000	1.3699822455e-02
121000	1.6676329346e-02
122000	1.4402763576e-02
123000	1.5957124808e-02
124000	1.6770898117e-02
125000	1.4581058840e-02
126000	1.4956021005e-02
127000	1.4737368365e-02
128000	1.4956021005e-02
129000	1.5382483998e-02
130000	1.6141142383e-02
131000	1.5225873292e-02
132000	1.5405975602e-02
133000	1.5636675216e-02
134000	1.6302571876e-02
135000	1.6265226252e-02
136000	1.6954313345e-02
137000	1.7891869345e-02
138000	1.6264021549e-02
139000	1.6726926649e-02
140000	1.7086528918e-02
141000	1.6890163191e-02
142000	1.9871187698e-02
143000	2.1557764503e-02
144000	1.9606154201e-02
145000	1.8419526947e-02
146000	1.7637376954e-02
147000	1.7687371907e-02
148000	1.9558267464e-02
149000	1.7734957466e-02
150000	1.8832135913e-02
151000	2.1013843481e-02
152000	2.1230990245e-02
153000	1.8630951396e-02
154000	1.9098976460e-02
155000	1.9319436142e-02
156000	1.9438400042e-02
157000	2.2892268400e-02
158000	1.9116143401e-02
159000	1.9537486427e-02
160000	1.9970274083e-02
161000	2.1528249406e-02
162000	2.0272352038e-02
163000	2.1895983387e-02
164000	2.0079299225e-02
165000	2.1046069145e-02
166000	2.1168345964e-02
167000	2.1830327361e-02
168000	2.3968966983e-02
169000	2.2414906929e-02
170000	2.1020469321e-02
171000	2.1229183199e-02
172000	2.0896385453e-02
173000	2.1414706651e-02
174000	2.1112327522e-02
175000	2.3881626403e-02
176000	2.5031811550e-02
177000	2.5781434702e-02
178000	2.2231792875e-02
179000	2.5348647050e-02
180000	2.2613983227e-02
181000	2.3628338706e-02
182000	2.3568404995e-02
183000	2.3921080250e-02
184000	2.3294938612e-02
185000	2.5748907869e-02
186000	2.5304675582e-02
187000	2.3359088766e-02
188000	2.3588583681e-02
189000	2.7322544262e-02
190000	2.6878010802e-02
191000	2.4797196671e-02
192000	2.5819081508e-02
193000	2.5816973288e-02
194000	2.4312004662e-02
195000	2.5776314742e-02
196000	2.6933728073e-02
197000	2.9669596592e-02
198000	2.5252873580e-02
199000	2.5941960674e-02
200000	2.5347743525e-02
201000	2.5641689768e-02
202000	2.7024983923e-02
203000	2.9623215731e-02
204000	2.8097164894e-02
205000	2.7073171830e-02
206000	2.6135013482e-02
207000	2.9129590839e-02
208000	2.8727824152e-02
209000	3.3299953167e-02
210000	2.7210507375e-02
211000	2.9812654448e-02
212000	2.8057409869e-02
213000	2.9463894458e-02
214000	2.7949890598e-02
215000	2.7399343740e-02
216000	2.8204081817e-02
217000	2.8255582642e-02
218000	2.9424440607e-02
219000	3.0088831398e-02
220000	3.0554748239e-02
221000	2.8858835027e-02
222000	2.9909331439e-02
223000	2.9431969968e-02
224000	2.9525635215e-02
225000	3.1139026636e-02
226000	3.2380768807e-02
227000	3.0148463935e-02
228000	3.0344227314e-02
229000	3.0546616530e-02
230000	3.0407473943e-02
231000	3.3384884358e-02
232000	3.0443614876e-02
233000	3.0208999997e-02
234000	3.0987535894e-02
235000	3.2236506257e-02
236000	3.8614175981e-02
237000	3.4123062884e-02
238000	3.2762657986e-02
239000	3.1237811847e-02
240000	3.1826607858e-02
241000	3.2854516186e-02
242000	3.3305976656e-02
243000	3.6200262926e-02
244000	3.4602532574e-02
245000	3.4634457064e-02
246000	3.2017552447e-02
247000	3.4383277591e-02
248000	3.4509469675e-02
249000	3.2684954982e-02
250000	3.4153180328e-02
251000	3.4298045230e-02
252000	3.4298647577e-02
253000	3.4435079593e-02
254000	3.4206187025e-02
255000	3.6872183078e-02
256000	4.0657644484e-02
257000	3.7342617536e-02
258000	4.0701314778e-02
259000	4.0415199066e-02
260000	3.6722198209e-02
261000	3.4716075337e-02
262000	3.5050680126e-02
263000	3.6802310609e-02
264000	3.8561169280e-02
265000	3.6153279714e-02
266000	3.6739967501e-02
267000	3.5463289096e-02
268000	3.6505352622e-02
269000	3.8686156666e-02
270000	3.6051482755e-02
271000	3.8138621556e-02
272000	3.8477442791e-02
273000	4.0492902073e-02
274000	3.7327558817e-02
275000	3.7880816242e-02
276000	3.9640578434e-02
277000	4.0195341735e-02
278000	4.3521813313e-02
279000	3.8191327079e-02
280000	3.8672904993e-02
281000	3.9145748848e-02
282000	4.5000880935e-02
283000	4.3578434106e-02
284000	3.9679429938e-02
285000	3.9875795665e-02
286000	3.9852605234e-02
287000	4.1760545246e-02
288000	4.5230677028e-02
289000	4.3904907187e-02
290000	4.0848287899e-02
291000	3.9964039770e-02
292000	4.0323943216e-02
293000	4.0104989406e-02
294000	4.5097859103e-02
295000	4.1650616578e-02
296000	4.0211303982e-02
297000	4.0537174715e-02
298000	4.6242020759e-02
299000	4.3036621304e-02
300000	4.4146147902e-02
301000	4.6131790918e-02
302000	4.7742471768e-02
303000	4.4167531287e-02
304000	4.1698202138e-02
305000	4.3752814097e-02
306000	4.5620999088e-02
307000	4.4770181325e-02
308000	4.7949980948e-02
309000	4.7179275585e-02
310000	4.3041440094e-02
311000	4.3036018957e-02
312000	4.4211201581e-02
313000	4.6159197791e-02
314000	4.4807828126e-02
315000	4.4397929727e-02
316000	4.5704725577e-02
317000	5.0549116280e-02
318000	4.6277860518e-02
319000	4.5158395162e-02
320000	4.7527734401e-02
321000	4.8290006882e-02
322000	4.8494203147e-02
323000	4.6622404065e-02
324000	5.0976482795e-02
325000	4.9453744879e-02
326000	4.5800197870e-02
327000	4.7994855940e-02
328000	4.9008910246e-02
329000	4.7333476894e-02
330000	4.7657841755e-02
331000	5.0648503839e-02
332000	4.8135203226e-02
333000	4.7774396258e-02
334000	5.2839848991e-02
335000	4.8056897871e-02
336000	4.8428848295e-02
337000	4.9114020123e-02
338000	5.2796178697e-02
339000	5.0356665819e-02
340000	4.9428446229e-02
341000	5.2166724141e-02
342000	4.8495407846e-02
343000	4.8096652899e-02
344000	4.9320324608e-02
345000	5.4562566729e-02
346000	5.4555639716e-02
347000	4.8991743301e-02
348000	5.8029385589e-02
349000	5.1850792166e-02
350000	5.3309078754e-02
351000	5.9128069908e-02
352000	5.0046757329e-02
353000	5.5845569797e-02
354000	5.7507751477e-02
355000	6.0147244178e-02
356000	5.2015233399e-02
357000	5.4428242933e-02
358000	5.2540180433e-02
359000	5.3996057624e-02
360000	5.2331767729e-02
361000	5.4916446683e-02
362000	5.2102875165e-02
363000	5.1875187291e-02
364000	5.6561762591e-02
365000	5.5166421462e-02
366000	5.3300043521e-02
367000	5.8181779852e-02
368000	5.6179271065e-02
369000	5.9319918022e-02
370000	7.4813234205e-02
371000	6.0130077236e-02
372000	6.3658335679e-02
